word1,word2,falseness
revizie,révision,0.0009149909
reziduu,résidu,0.08644998
ridicol,ridicule,0.0066560507
rigoare,rigueur,0.028254002
rimă,rime,0.16463602
rinichi,rognon,0.436324
roadă,roure,0.289554
roș,roux,0.26172
roșu,roux,0.302063
rotondă,rotonde,0.098022014
rozariu,rosaire,0.04429102
rup,rompre,0.057396024
ruptură,roture,0.376849
rural,rural,0.0036000013
rustic,rusticus,0.23028299
șa,selle,0.115936995
sac,sac,0.024333
sacrament,sacrament,0.024870992
sacrilegiu,sacrilège,0.022381008
safir,saphir,0.095289975
salamandră,salamandre,0.09792903
salbă,sauge,0.109079
salin,salin,0.094022006
salivă,salive,0.011373043
salmon,saumon,0.088963985
salvator,salvateur,0.06040901
salvie,sauge,0.10215998
sandal,sandale,0.023160994
sanguină,sanguin,0.082257986
sangvin,sanguin,0.10895395
șapte,sept,0.034043014
šar,saillir,0.329794
sarcasm,sarcasme,0.03632301
sarcofag,sarcophage,0.0009599924
sărind,saillir,0.31495798
șase,six,0.0049819946
sațietate,satiété,0.11328602
satrap,satrape,0.068214
saturație,saturation,0.119353
saxifragă,saxifraga,0.119771
scală,échelle,0.051957965
scălda,scalde,0.38562799
scenă,saynète,0.22776401
sceptru,sceptre,0.035372972
schemă,scheme,0.11720702
scorpion,scorpion,0.003109008
scrot,scrotum,0.04060501
scrupul,scrupule,0.07089302
sculpta,sculpter,0.017756999
scurt,bref,0.08576998
semăna,sembler,0.196111
sebum,sébum,0.023358017
seca,sectionner,0.298426
seci,sectionner,0.20636998
secular,séculaire,0.03848201
sec,sécher,
secund,second,0.19584402
secundă,second,0.24836999
seducție,séduction,0.028794974
semestru,semestre,0.040920973
semn,enseigner,0.26176
semnifica,signifier,0.10830101
senatoare,sénateur,0.024542987
seninătate,sérénité,0.030604959
senior,monseigneur,0.206197
sensibile,sensible,0.053282022
sensual,sensuelle,0.039086998
sentință,sentence,0.013547003
șerb,desservir,0.372317
sete,soif,0.059531987
sideral,sidéral,0.033591002
silențios,silencieux,0.06928098
silogism,syllogisme,0.041148007
siloz,silo,0.009380013
simbolic,symbolique,0.00909704
sinceritate,sincérité,0.013408005
sincopă,syncope,0.02640903
singular,singulier,0.013200998
singur,sangle,0.366154
sinistra,sinistre,0.20053598
sinuos,sinueux,0.00044101477
sirenă,sirène,0.025958002
soare,solaire,0.11310202
sobrietate,sobriété,0.031414986
sobru,sobre,0.047013998
solitar,solitaire,0.086468995
solvent,solvant,0.02413696
sordid,sordide,0.024529994
spadă,espadon,0.16225702
special,special,0.27384698
specialitate,spécialité,0.19337001
specula,spéculer,0.04960102
speculație,spéculation,0.013808966
spermă,sperme,0.017636001
spic,épi,0.108648986
spiritual,spiritual,0.22525096
splendid,splendide,0.07376897
splendoare,splendeur,0.012760997
stat,ester,0.313457
statuar,statuaire,0.013576984
staul,étable,0.079465
steril,stérile,0.07997298
sterilitate,stérilité,0.031006992
stimul,stimulus,0.11580801
stipula,stipuler,0.076391995
stoic,stoïque,0.04729399
stratagemă,stratagème,0.043801993
stratosferă,stratosphère,0.020358026
stridie,huître,0.104579985
structură,ii,0.543041
studios,studieux,0.32467103
sublim,sublime,0.031572998
sublima,sublime,0.018321991
subzista,subsister,0.123521
suc,suc,0.12767598
sucub,succube,0.063075006
sudoare,soudeur,0.22588697
sudori,soudeur,0.123545974
suficient,suffisant,0.03254497
sufix,suffixe,0.06670499
sugera,suggérer,0.009443998
sulf,soufre,0.017003
sun,son,0.35227203
superficial,superficiel,0.012948036
superfluu,superflu,0.14376298
superlativ,superlatif,0.02264902
superstiție,superstition,0.026266992
superstițios,superstitieux,0.030458987
suprima,supprimer,0.165647
susceptibil,susceptible,0.006209016
suspenda,suspendre,0.017594993
suspensie,suspension,0.096039
tacit,tacite,0.023133993
taciturn,taciturne,0.021517992
tăciune,charbon,0.316605
tact,tact,0.0044479966
tâmplă,temple,0.33315098
tandem,tandem,0.030182987
tangent,tangent,0.0023780465
tangibil,tangible,0.057291985
țară,terre,0.300045
taur,tor,0.348916
tegument,tégument,0.022547007
templu,temple,0.019510984
tenace,tenace,0.037007004
tenie,ténia,0.18479103
teribil,terrible,0.027875006
teritorial,territorial,0.029200971
teritoriu,territoire,0.016062975
termin,terme,0.291676
terminație,terminaison,0.009557992
ternar,ternaire,0.060498
țese,tisser,0.064861
testicul,testicule,0.028896034
tibie,tibia,0.036910057
timp,temporal,0.347032
timpan,tympan,0.040785015
tinctură,teinture,0.08961102
tindă,prétendant,0.456325
ținea,tenue,0.15711501
tiran,tyran,0.028467
tiranic,tyrannique,0.04852605
tot,total,0.37445402
ton,le,0.236759
topaz,topaze,0.08059096
torace,thoracique,0.03400302
torent,torrent,0.16018301
tracțiune,traction,0.046841025
tragă,soustraire,0.24586701
transcripție,transcription,0.04139
transmisiune,transmission,0.12132096
tratat,traiter,0.409061
trib,tribu,0.019649029
tribună,tribune,0.057182014
trimestru,trimestre,0.047870994
triumfa,triomphal,0.028448999
triumfal,triomphal,0.025689006
triunghi,triangle,0.020479023
trufă,truffe,0.12411603
tub,tub,0.252212
tubă,tuba,0.17221797
tumult,tumulte,0.053793997
tuna,ton,0.311373
tunică,tunique,0.017413974
turbă,tourbe,0.08210099
turbină,turbine,0.039662957
turbulență,turbulence,0.010703981
turna,tourner,0.14869303
ultim,ultime,0.053353995
umanitate,humanité,0.002225995
umăr,pommettes,0.16568398
umbelă,ombelle,0.12383202
umfla,enfler,0.10406202
umil,humble,0.014097005
umoare,humeur,0.16232699
unde,dont,0.417138
unghi,angulaire,0.060167998
unghie,ongle,0.08857301
unicorn,unicorne,0.023976982
uniune,union,0.025490016
universal,universel,0.03281501
universalii,universel,0.16319
urgent,urgent,0.040170968
urzică,ortie,0.14359799
ușor,léger,0.239681
uterin,utérin,0.14716199
utilitate,utilité,0.05092001
uzurpa,usurper,0.044122994
vacă,vaccin,0.23957703
vacuolă,vacuole,0.024658024
vad,gué,0.13930199
văduv,veuf,0.04916501
vagin,vagin,0.016314983
vale,dévaler,0.13921902
valid,valide,0.057975978
vanilie,vanille,0.033831
vapori,vapeur,0.14095402
variație,variation,0.058387995
variațiune,variation,0.14052299
varia,varier,0.009553015
vărsare,versement,0.29919103
vechi,vieil,0.187821
vectoare,vecteur,0.033474028
vehemență,véhémence,0.022004962
venă,veine,0.179414
veni,venir,0.012291998
venin,velin,0.35231102
venos,veineux,0.057985008
ventral,ventral,0.089306
ventricul,ventricule,0.008276045
verb,verbe,0.02816397
vers,vers,0.31669104
vertebră,vertèbre,0.035234988
vertebrat,vertébré,0.0132879615
vezică,vessie,0.06339604
veziculă,vésicule,0.01097399
vicios,vicieux,0.04155299
victorios,victorieux,0.022315979
video,video,0.10272199
viespe,guêpe,0.14602497
vigil,vigile,0.10434002
viu,vif,0.07829699
vilă,vil,0.32513297
vindeca,venger,0.392481
vinicol,vinicole,0.019271016
virginal,virginal,0.06193301
virtute,vertu,0.08206299
vital,vital,0.057541996
vivacitate,vivacité,0.056977987
voastră,vostre,0.197157
vocabular,vocabulaire,0.0015489459
vocală,vocal,0.052829027
vocație,vocation,0.06440598
vocativ,vocatif,0.021939993
volant,volant,0.10241699
vultur,aigle,0.012359977
vulvă,vulve,0.097968996
zel,zele,0.207531
zi,di,0.464127
zodiac,zodiaque,0.029906988
